company_name,sector ,Rating,reviews,Average salary,Number of Interview,Benifited
Bharti Airtel,Telecom,3.8,(17.4k),50.4k,1.1k,1.7k
BYJU'S,EdTech,3.2,(16.4k),50.1k,2.1k,1.7k
WNS,IT Services & Consulting,3.3,(15.7k),71.5k,1.3k,1.4k
IDFC FIRST Bank,Banking,4.0,(15.4k),50.9k,1k,849
Ernst & Young,Management Consulting,3.4,(15k),1.5L,1.4k,1.1k
IndusInd Bank,Banking,3.4,(14.6k),52.8k,788,868
AU Small Finance Bank,Banking,3.8,(14.6k),30.6k,724,645
Tata Motors,Automobile,4.1,(14.5k),44.3k,1.3k,1.7k
Bajaj Finserv,NBFC,3.9,(13.6k),32.2k,814,786
Muthoot FinCorp,NBFC,4.5,(13.3k),9.7k,2.4k,309
Flipkart,Internet,3.9,(13.4k),56.6k,1.8k,1.5k
PwC,Management Consulting,3.3,(13.1k),1.3L,1.6k,880
IBM,IT Services & Consulting,3.9,(26.3k),2.2L,2.7k,2.7k
Larsen & Toubro Limited,Engineering & Construction,3.9,(24.5k),76.9k,1.9k,2.7k
Deloitte,Management Consulting,3.6,(24k),2.8L,3.4k,2.5k
Kotak Mahindra Bank,Banking,3.6,(23.1k),88.4k,1.4k,1.4k
Reliance Industries,Oil & Gas,4.0,(20.7k),75.5k,1.6k,2k
Vodafone Idea,Telecom,3.9,(17.9k),48.4k,712,2.1k
Bharti Airtel,Telecom,3.8,(17.4k),50.4k,1.1k,1.7k
BYJU'S,EdTech,3.2,(16.4k),50.1k,2.1k,1.7k
WNS,IT Services & Consulting,3.3,(15.7k),71.5k,1.3k,1.4k
IDFC FIRST Bank,Banking,4.0,(15.4k),50.9k,1k,849
Ernst & Young,Management Consulting,3.4,(15k),1.5L,1.4k,1.1k
IndusInd Bank,Banking,3.4,(14.6k),52.8k,788,868
AU Small Finance Bank,Banking,3.8,(14.6k),30.6k,724,645
Tata Motors,Automobile,4.1,(14.5k),44.3k,1.3k,1.7k
Bajaj Finserv,NBFC,3.9,(13.6k),32.2k,814,786
Muthoot FinCorp,NBFC,4.5,(13.3k),9.7k,2.4k,309
Flipkart,Internet,3.9,(13.4k),56.6k,1.8k,1.5k
PwC,Management Consulting,3.3,(13.1k),1.3L,1.6k,880
Mahindra & Mahindra,Automobile,4.0,(12.5k),41.5k,905,1.2k
IBM,IT Services & Consulting,3.9,(26.3k),2.2L,2.7k,2.7k
Larsen & Toubro Limited,Engineering & Construction,3.9,(24.5k),76.9k,1.9k,2.7k
Deloitte,Management Consulting,3.6,(24k),2.8L,3.4k,2.5k
Kotak Mahindra Bank,Banking,3.6,(23.1k),88.4k,1.4k,1.4k
Reliance Industries,Oil & Gas,4.0,(20.7k),75.5k,1.6k,2k
Vodafone Idea,Telecom,3.9,(17.9k),48.4k,712,2.1k
Bharti Airtel,Telecom,3.8,(17.4k),50.4k,1.1k,1.7k
BYJU'S,EdTech,3.2,(16.4k),50.1k,2.1k,1.7k
WNS,IT Services & Consulting,3.3,(15.7k),71.5k,1.3k,1.4k
IDFC FIRST Bank,Banking,4.0,(15.4k),50.9k,1k,849
Ernst & Young,Management Consulting,3.4,(15k),1.5L,1.4k,1.1k
IndusInd Bank,Banking,3.4,(14.6k),52.8k,788,868
AU Small Finance Bank,Banking,3.8,(14.6k),30.6k,724,645
Tata Motors,Automobile,4.1,(14.5k),44.3k,1.3k,1.7k
Bajaj Finserv,NBFC,3.9,(13.6k),32.2k,814,786
Muthoot FinCorp,NBFC,4.5,(13.3k),9.7k,2.4k,309
Flipkart,Internet,3.9,(13.4k),56.6k,1.8k,1.5k
PwC,Management Consulting,3.3,(13.1k),1.3L,1.6k,880
Mahindra & Mahindra,Automobile,4.0,(12.5k),41.5k,905,1.2k
HDFC Life,Insurance,3.8,(12.4k),34.3k,836,671
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Shriram Finance,NBFC,3.9,(9.4k),15.5k,475,76
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Shriram Finance,NBFC,3.9,(9.4k),15.5k,475,76
Sutherland Global Services,BPO,3.3,(9.3k),36.5k,830,945
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Shriram Finance,NBFC,3.9,(9.4k),15.5k,475,76
Sutherland Global Services,BPO,3.3,(9.3k),36.5k,830,945
Equitas Small Finance Bank,Banking,4.3,(9.1k),14k,1k,478
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Shriram Finance,NBFC,3.9,(9.4k),15.5k,475,76
Sutherland Global Services,BPO,3.3,(9.3k),36.5k,830,945
Equitas Small Finance Bank,Banking,4.3,(9.1k),14k,1k,478
Coforge,IT Services & Consulting,3.3,(9.1k),68.1k,980,432
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Shriram Finance,NBFC,3.9,(9.4k),15.5k,475,76
Sutherland Global Services,BPO,3.3,(9.3k),36.5k,830,945
Equitas Small Finance Bank,Banking,4.3,(9.1k),14k,1k,478
Coforge,IT Services & Consulting,3.3,(9.1k),68.1k,980,432
Wells Fargo,Financial Services,3.6,(9k),65.1k,711,896
Infosys BPM,BPO,3.5,(12.4k),78.3k,1.1k,1.2k
DXC Technology,IT Services & Consulting,3.6,(12.3k),75.1k,912,1.2k
Bandhan Bank,Banking,3.7,(11.6k),27.5k,783,595
Digitide Solutions,IT Services & Consulting,3.4,(10.6k),27.3k,596,809
Yes Bank,Banking,3.7,(10.5k),43.7k,576,668
Mphasis,IT Services & Consulting,3.3,(10.5k),75.5k,952,888
Tata Steel,Iron & Steel,4.0,(10.2k),34.8k,1.1k,713
Quess,Recruitment,3.8,(10k),31.9k,553,487
Asian Paints,Chemicals,3.9,(9.9k),26.6k,897,955
Startek,BPO,3.0,(9.8k),25k,671,724
UltraTech Cement,Building Material,4.1,(9.8k),25.2k,838,681
Maruti Suzuki,Automobile,4.1,(9.8k),29.6k,827,1k
Paytm,FinTech,3.2,(9.6k),34.9k,921,625
Bajaj Finance,NBFC,3.9,(9.6k),23.9k,466,560
Shriram Finance,NBFC,3.9,(9.4k),15.5k,475,76
Sutherland Global Services,BPO,3.3,(9.3k),36.5k,830,945
Equitas Small Finance Bank,Banking,4.3,(9.1k),14k,1k,478
Coforge,IT Services & Consulting,3.3,(9.1k),68.1k,980,432
Wells Fargo,Financial Services,3.6,(9k),65.1k,711,896
Cipla,Pharma,4.1,(8.8k),26.8k,621,906
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
Ujjivan Small Finance Bank,Banking,4.0,(7.9k),13.3k,342,615
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
Ujjivan Small Finance Bank,Banking,4.0,(7.9k),13.3k,342,615
Sun Pharmaceutical Industries,Pharma,4.0,(7.8k),23.9k,717,638
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
Ujjivan Small Finance Bank,Banking,4.0,(7.9k),13.3k,342,615
Sun Pharmaceutical Industries,Pharma,4.0,(7.8k),23.9k,717,638
Jana Small Finance Bank,Banking,3.7,(7.8k),14.3k,316,657
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
Ujjivan Small Finance Bank,Banking,4.0,(7.9k),13.3k,342,615
Sun Pharmaceutical Industries,Pharma,4.0,(7.8k),23.9k,717,638
Jana Small Finance Bank,Banking,3.7,(7.8k),14.3k,316,657
Zydus Lifesciences,Pharma,4.0,(7.8k),20.6k,550,687
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
Ujjivan Small Finance Bank,Banking,4.0,(7.9k),13.3k,342,615
Sun Pharmaceutical Industries,Pharma,4.0,(7.8k),23.9k,717,638
Jana Small Finance Bank,Banking,3.7,(7.8k),14.3k,316,657
Zydus Lifesciences,Pharma,4.0,(7.8k),20.6k,550,687
Ekart Logistics,Logistics,3.9,(7.7k),17.4k,420,449
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
ICICI Prudential Life Insurance,Insurance,3.9,(7.9k),23.3k,497,660
Hexaware Technologies,IT Services & Consulting,3.4,(7.9k),56.8k,851,588
Ujjivan Small Finance Bank,Banking,4.0,(7.9k),13.3k,342,615
Sun Pharmaceutical Industries,Pharma,4.0,(7.8k),23.9k,717,638
Jana Small Finance Bank,Banking,3.7,(7.8k),14.3k,316,657
Zydus Lifesciences,Pharma,4.0,(7.8k),20.6k,550,687
Ekart Logistics,Logistics,3.9,(7.7k),17.4k,420,449
HGS,Emerging Technologies,3.7,(7.7k),20.3k,279,983
EXL Service,Analytics & KPO,3.6,(8.8k),45.3k,939,833
Ericsson,Telecom,3.9,(8.6k),42.6k,481,1k
Samsung,Consumer Electronics & Appliances,3.9,(8.5k),26.5k,641,557
Dr. Reddy's,Pharma,4.0,(8.4k),26.1k,538,767
Optum Global Solutions,IT Services & Consulting,4.0,(8.2k),52.6k,794,726
JSW Steel,Iron & Steel,3.9,(8.2k),32.5k,880,656
Delhivery,Logistics,3.8,(8k),23k,632,688
JPMorgan Chase & Co.,Financial Services,3.8,(8k),93.7k,894,882
